Letters,Central Letter,Total Words,Total Points
EFHLRSY,E,83,334
EFLRTUY,U,62,257
EFLRTUY,T,65,286
EFLRTUY,R,86,369
EFLRTUY,L,80,333
EFLRTUY,F,64,275
AEFRSTW,W,56,275
AEFRSTW,F,57,252
EFKORTW,T,65,278
EFKORTW,R,74,327
EFKORTW,O,70,300
EFKORTW,E,75,350
ACEFIRS,F,75,374
CFINORT,T,67,312
CFINORT,R,62,284
CFINORT,O,89,393
CFINORT,N,68,359
CFINORT,I,72,347
CFINORT,C,61,334
ADEFINR,F,85,432
EFIJLOR,R,62,256
EFIJLOR,L,63,225
EFIJLOR,I,50,184
EFIJLOR,F,57,223
EFIJLOR,E,69,267
EFIKNRS,S,80,356
EFIKNRS,R,76,333
EFIKNRS,N,75,347
EFIKNRS,I,93,378
EFIKNRS,E,99,424
FGIKNRS,I,55,216
AFILNRU,U,64,298
AFILNRU,R,86,379
AFILNRU,N,73,332
AFILNRU,L,85,368
AFILNRU,I,88,387
AFILNRU,F,63,307
EFGHOPR,R,65,282
EFGHOPR,O,65,267
EFGHOPR,E,63,273
AFGMNOR,R,87,349
AFGMNOR,O,95,367
AFGMNOR,N,81,332
AFGMNOR,M,79,328
AFGMNOR,G,61,279
AFLNORT,T,95,393
AFLNORT,R,80,283
AFLNORT,N,65,278
AFLNORT,L,73,287
AFLNORT,F,50,198
EFINORT,F,86,436
EFLNORT,N,80,377
EFLNORT,L,83,338
EFLNORT,F,69,321
FMNORST,O,63,186
FGINORW,O,55,253
FGINORW,N,59,310
FGINORW,I,57,304
FGINORW,G,56,299
AFGLRUY,U,61,228
AFGLRUY,R,55,220
AFGLRUY,L,70,274
AFGLRUY,G,56,207
AFGLRUY,A,74,290
FGINRTU,N,53,275
FGINRTU,I,60,298
FGINRTU,G,51,268
FINORTU,T,64,231
FINORTU,O,62,235
FINORTU,N,52,234
EFILRTU,U,62,278
EFILRTU,F,96,423
AEFRSTU,F,79,354
ACFHISU,S,68,273
ACFHISU,C,50,239
EFGILNU,U,54,233
EFGILNU,N,67,337
EFGILNU,L,88,372
EFGILNU,I,76,370
EFGILNU,G,68,331
EFGILNU,E,75,331
ABCFKLU,L,63,250
ABCFKLU,A,63,270
AFLMRSU,U,73,274
AFLMRSU,S,69,277
AFLMRSU,R,63,256
AFLMRSU,M,64,242
AFLMRSU,L,68,268
EFLMOSU,U,57,228
EFLMOSU,S,81,341
EFLMOSU,O,60,243
EFLMOSU,L,79,289
EFLMOSU,E,86,349
BEFLMRU,U,83,362
BEFLMRU,R,72,355
BEFLMRU,L,83,350
BEFLMRU,E,97,453
BEFLMRU,B,63,297
EFMORTU,U,55,249
EFMORTU,M,67,295
EFMORTU,F,57,256
CFINOTU,T,55,255
CFINOTU,O,61,280
CFINOTU,N,63,302
CFINOTU,I,54,263
AEFNRUY,R,75,279
AEFNRUY,E,50,186
AEFNRUY,A,58,219
CEFILNU,L,63,257
CEFILNU,I,53,240
CEFILNU,E,59,248
CFILNSU,U,50,241
CFILNSU,S,50,229
EFIKLRU,R,58,245
EFIKLRU,L,78,301
EFIKLRU,I,53,205
EFIKLRU,F,55,238
EFIKLRU,E,76,301
ACEFNRU,R,97,430
ACEFNRU,N,60,299
ACEFNRU,E,81,379
ACEFNRU,C,69,343
ACEFNRU,A,93,418
AFINRSU,U,71,329
AFINRSU,S,96,431
AFINRSU,R,90,409
AFINRSU,N,92,437
AFINRSU,I,91,404
AFINRSU,F,52,246
EFINRTU,U,56,279
EFINRTU,F,61,289
DEFORUW,R,75,327
DEFORUW,O,59,249
DEFORUW,E,72,332
DEFORUW,D,64,260
EFHRSTU,U,84,361
EFHRSTU,H,58,255
EFIRTUV,T,67,318
EFIRTUV,R,84,403
EFIRTUV,I,55,255
EFIRTUV,E,87,411
CEFLNRU,U,54,231
CEFLNRU,R,58,273
CEFLNRU,L,60,246
CEFLNRU,E,69,309
AEFGLSU,U,64,235
AEFGLSU,S,81,336
AEFGLSU,G,73,291
AEFGLSU,F,50,198
AEFGLSU,E,95,391
AEFGLSU,A,100,407
BEFILSU,U,55,220
BEFILSU,S,63,256
BEFILSU,L,91,345
BEFILSU,I,60,256
BEFILSU,E,79,300
FIMORSU,S,51,222
EFILRSU,U,75,326
EFILRSU,S,96,399
EFILRSU,R,97,417
EFILRSU,L,98,402
EFILRSU,I,86,363
EFILRSU,F,80,345
EFILTUY,T,52,201
EFILTUY,L,75,274
EFILTUY,E,55,194
FIMRSTU,U,59,256
FIMRSTU,S,58,247
FIMRSTU,I,56,228
CFIRSTU,U,68,337
CFIRSTU,T,50,256
CFIRSTU,S,77,363
CFIRSTU,R,57,285
CFIRSTU,I,59,280
EFINSUZ,S,51,220
ABEFGST,T,75,291
ABEFGST,S,74,292
ABEFGST,E,86,323
ABEFGST,A,87,306
ABEGNOS,S,80,323
ABEGNOS,O,73,286
ABEGNOS,G,59,238
ABEGNOS,E,83,332
ABEGNOS,B,61,241
ABEGNOS,A,95,388
ABGIORU,R,80,286
ABGIORU,G,57,190
ABGIORU,B,55,201
ABGIORU,A,73,254
ABDGOTU,A,57,188
ADEGRTY,Y,57,228
ADEGRTY,T,100,507
ADEGRTY,G,87,442
AEGIRTW,I,92,424
AEGIRTW,G,77,368
AFGILNU,U,66,314
ACEGLOT,G,68,277
ACEGLOT,C,80,399
ABGLMNU,U,60,203
ABGLMNU,N,53,239
ABGLMNU,M,53,235
ABGLMNU,L,66,237
ABGLMNU,A,95,377
AGLNRTY,Y,55,269
AGLNRTY,T,53,245
AGLNRTY,R,64,269
AGLNRTY,N,56,254
AGLNRTY,L,50,236
ADEGLTU,U,70,262
ADEGLTU,T,73,314
ADEGLTU,G,81,327
ADEGLTU,D,68,266
ACGILMS,S,98,465
ACGILMS,M,95,440
ACGILMS,C,59,318
AEGILNU,U,78,384
AGILRSU,U,91,388
AGILRSU,S,91,386
AGILRSU,R,99,396
AGILRSU,L,100,396
AGILRSU,G,75,279
AGILNTV,T,75,400
AGILNTV,G,96,512
AGILNOP,P,92,463
AGHLMPU,U,58,180
AGHLMPU,L,67,210
AGHLMPU,A,79,274
AGILNSV,V,51,274
AGILNVZ,N,73,376
AGILNVZ,L,71,337
AGILNVZ,I,94,435
AGILNVZ,G,71,351
AGILNVZ,A,93,419
ABEGILM,M,89,401
ABEGILM,I,87,385
ABEGILM,G,72,340
ABEGILM,B,85,398
ABGILMN,M,92,462
ABGILMN,G,91,471
ABGILMN,B,51,263
ABGIMSU,S,63,250
ABGIMSU,M,57,227
ABGIMSU,I,53,210
ABGIMSU,A,75,284
AEGKMPR,P,60,222
AEGKMPR,M,62,276
AEGKMPR,G,53,229
ABDGNOR,G,76,327
ABDGNOR,D,87,371
ABDGNOR,B,75,323
ADEGMNY,N,90,399
ADEGMNY,M,89,389
ADEGMNY,E,99,408
ADEGMNY,D,89,363
ABGLMRU,U,71,242
ABGLMRU,R,66,243
ABGLMRU,M,56,223
ABGLMRU,L,64,226
ABGLMRU,B,50,177
ABGNORZ,R,67,251
ABGNORZ,O,72,292
ABGNORZ,N,63,236
ABGNORZ,G,51,206
ABGNORZ,B,51,203
ABGNORZ,A,86,319
ABGLORY,Y,75,343
ABGLORY,R,77,332
ABGLORY,O,93,398
ABGLORY,L,92,406
ABGLORY,G,78,330
ABGLORY,B,72,297
AFGHIRS,S,65,275
AFGHIRS,R,61,268
AFGHIRS,I,69,294
AFGHIRS,A,77,317
ABDGILR,R,91,331
ABDGILR,L,81,310
ABDGILR,I,98,372
ABDGILR,G,59,218
ABDGILR,D,65,255
ABDGILR,B,62,245
AGHINRS,R,86,416
AGHINRS,H,63,291
AEGIKPR,P,84,322
AEGIKPR,I,64,251
AEGIKPR,G,52,210
AEGIKPR,E,98,367
AGLORSU,U,72,291
AGLORSU,S,84,353
AGLORSU,R,79,343
AGLORSU,O,72,305
AGLORSU,L,88,335
AGLORSU,G,70,265
ACEGNOS,S,86,400
ACEGNOS,O,81,363
ACEGNOS,G,55,219
ACEGNOS,E,95,455
ACEGNOS,C,66,356
ACEGNOS,A,97,424
ACGNOSY,O,55,197
ACGNOSY,N,69,260
ACGNOSY,A,70,271
AEGNOSU,U,61,297
AEGNOSU,O,59,255
AEGNOSU,G,77,318
AEGNOSU,E,87,407
AEGNOSU,A,94,393
ADEFGIS,S,53,191
ADEFGIS,E,64,239
ADEFGIS,D,57,219
ADEFGIS,A,62,216
AGHILST,T,83,363
AGHILST,S,95,404
AGHILST,H,69,319
AGHILST,G,52,196
AGILRST,G,61,244
ACGIRST,C,81,462
AEGKPRT,P,92,387
AEGKPRT,G,57,260
AEGOPST,O,82,372
AEGOPST,G,50,223
ADEGHRT,H,91,487
ADEGHRT,G,93,495
ADEGRUY,U,54,233
ADEGRUY,G,92,420
ADGILUY,L,77,267
ADGILUY,A,68,251
AEGLMSU,U,85,351
AEGLMSU,G,86,364
AGNRTUY,Y,50,250
AGNRTUY,U,62,270
AGNRTUY,T,67,288
AGNRTUY,R,82,355
AGNRTUY,N,76,327
AGNRTUY,G,52,209
ADEGILV,V,67,273
ADEGILV,G,76,337
ADEGILV,D,97,411
AGINSWY,S,77,382
AGINSWY,I,82,418
AGINSWY,G,74,371
AGINSWY,A,98,430
ABEGORX,R,91,373
ABEGORX,G,59,254
ABEGORX,E,71,297
ABEGORX,B,64,271
ABEGORX,A,73,290
ACEGRST,G,84,453
DEGHORZ,R,55,227
DEGHORZ,O,54,206
DEGHORZ,E,66,271
DEGHORZ,D,55,229
CEGHINS,S,71,349
CEGHINS,N,74,388
CEGHINS,I,78,371
CEGHINS,E,71,365
ACEGLOS,O,91,408
ACEGLOS,G,69,299
ACEGLOS,C,66,350
ACEGHIL,I,73,374
ACEGHIL,H,58,274
ACEGHIL,G,57,234
ACEGHIL,E,80,365
ACEGHIL,C,68,367
ACEGHIL,A,100,455
CDEGHIL,L,56,245
CDEGHIL,I,54,244
CDEGHIL,E,63,262
DEGILTY,L,68,284
DEGILTY,I,65,266
DEGILTY,E,70,287
DEGILTY,D,56,233
EGILMSU,U,71,303
EGILMSU,S,84,356
EGILMSU,M,66,296
EGILMSU,L,95,391
EGILMSU,I,78,356
EGILMSU,E,86,374
EGILMNO,O,94,387
EGILMNO,M,72,322
EGILMNO,G,81,410
EGILMNO,E,94,401
EGMNOST,T,83,361
EGMNOST,S,83,367
EGMNOST,O,90,365
EGMNOST,N,92,407
EGMNOST,M,58,251
AEGLNRY,Y,85,429
CEGINST,G,58,353
CEGINST,C,50,322
EGNOPTY,O,58,217
EGNOPTY,N,53,199
EGNOPTY,E,63,247
CEGINRS,G,88,534
CEGINRS,C,57,321
EGILNTY,T,92,506
EGILNTY,L,95,520
EGILNTY,G,70,438
EGILNUY,N,55,272
EGILNUY,L,72,293
EGILNUY,I,56,277
EGILNUY,G,63,298
EGILNUY,E,56,251
CEGHLNO,O,75,268
CEGHLNO,N,53,214
CEGHLNO,L,58,223
CEGHLNO,E,64,256
CEGHLNO,C,51,217
CDEGIOS,E,50,213
CDEGIOS,D,56,223
CDEGIOT,E,52,221
CDEGIOT,D,56,235
EGLMOSU,U,58,228
EGLMOSU,S,80,320
EGLMOSU,O,69,267
EGLMOSU,M,58,227
EGLMOSU,L,91,326
EGLMOSU,E,84,343
AEGHOPR,P,88,381
AEGHOPR,O,57,240
AEGHOPR,G,59,233
AEGHOPR,A,95,383
EGMORTY,T,82,353
EGMORTY,O,91,372
EGMORTY,M,58,255
EGMORTY,E,99,432
EGNORTW,T,93,433
EGNORTW,N,85,377
EGNORTW,G,55,265
EGHOPRS,S,89,448
EGHOPRS,R,97,506
EGHOPRS,P,80,395
EGHOPRS,O,99,460
AEGMNRY,Y,62,267
CDEGIMR,R,93,432
CDEGIMR,M,52,231
CDEGIMR,I,79,355
CDEGIMR,D,73,338
EGIMNOR,M,92,432
AGHLSTY,S,56,209
AGHLSTY,L,57,215
AGHLSTY,A,85,291
EGHIKNR,R,58,293
EGHIKNR,N,59,284
EGHIKNR,I,68,315
EGHIKNR,G,52,275
EGHIKNR,E,69,307
EGHIOST,T,93,447
EGHIOST,S,82,366
EGHIOST,O,65,286
EGHIOST,I,63,313
EGHIOST,H,79,358
EGHIOST,E,72,362
FGHIOST,T,55,214
FGHIOST,O,53,197
GHLOSTY,O,67,224
GHILOSU,S,51,179
GHILOSU,L,61,205
EGHILNR,R,81,443
EGHILNR,N,84,472
EGHILNR,L,71,357
EGHILNR,G,86,485
BEGILNR,L,95,485
BEGILNR,B,87,454
BEGHIRS,S,58,224
BEGHIRS,R,68,285
BEGHIRS,I,67,270
BEGHIRS,E,76,306
BEGILST,T,74,334
BEGILST,S,82,361
BEGILST,L,98,432
BEGILST,I,92,419
BEGILST,B,58,275
ABGILRT,T,73,300
ABGILRT,R,92,358
ABGILRT,L,86,337
ABGILRT,G,50,161
ABGILRT,B,63,258
ACEGILY,I,62,328
ACEGILY,G,60,272
ACEGILY,E,65,314
ACEGILY,C,55,288
ACEGILY,A,100,459
BEGILRT,T,95,447
BEGILRT,L,90,407
BEGILRT,G,57,290
BEGILRT,B,74,350
AGHILMS,M,92,404
AGHILMS,L,93,401
AGHILMS,H,56,229
ABGILMS,S,95,406
ABGILMS,M,84,367
ACGIKMR,R,65,252
ACGIKMR,M,54,200
ACGIKMR,I,59,225
ACGIKMR,A,83,301
EGIMNPS,S,81,423
EGIMNPS,P,54,279
EGIMNPS,N,93,499
EGIMNPS,G,54,313
EGIMNPS,E,89,435
EGILNRY,R,88,476
EGILNRY,N,81,472
EGILNRY,L,76,374
EGILNRY,I,97,526
EGILNRY,G,88,523
BEGINRS,B,68,345
ADEFGIR,I,99,473
ADEFGIR,G,96,481
ADEFGIR,F,57,277
AGILORS,S,88,373
AGILORS,R,79,303
AGILORS,O,90,384
AGILORS,I,100,394
AGILORS,G,84,357
DGHILOR,O,51,154
EGJLPRU,U,51,185
EGJLPRU,E,58,240
ACEGILT,G,69,315
ACEGILT,C,90,532
AGLMORU,U,57,210
AGLMORU,R,77,312
AGLMORU,O,71,286
AGLMORU,M,82,327
AGLMORU,L,82,306
AGLMORU,G,68,262
ADGLNRU,U,86,323
ADGLNRU,R,73,296
ADGLNRU,N,74,312
ADGLNRU,L,68,272
ADGLNRU,G,71,275
ADGLNRU,D,69,263
AGLNOST,T,95,407
AGLNOST,G,89,387
AEGLRSW,W,51,253
AEGLRSW,G,93,464
ACGILMU,U,50,208
ACGILMU,M,72,312
ACGILMU,L,92,380
ACGILMU,I,74,350
ACGLOSU,U,60,289
ACGLOSU,S,81,389
ACGLOSU,O,68,288
ACGLOSU,L,99,394
ACGLOSU,C,61,319
ACGLOSU,A,83,351
AEGILRZ,I,87,358
EFGLNSU,U,63,278
EFGLNSU,S,65,329
EFGLNSU,N,54,296
EFGLNSU,L,69,312
EFGLNSU,E,84,396
EGILMNR,M,74,361
EGILMNR,L,88,454
EGILMRY,R,77,313
EGILMRY,M,52,211
EGILMRY,L,59,243
EGILMRY,I,65,267
EGILMRY,E,86,357
EGILMPS,S,73,324
EGILMPS,L,75,335
EGILMPS,I,79,348
EGILMPS,E,83,375
DEGILPZ,E,50,215
ACDGILR,R,85,364
ACDGILR,L,77,321
ACDGILR,G,53,224
ACDGILR,D,64,287
ACDGILR,C,56,308
ADEGILS,G,96,447
EGILRST,G,64,331
EGILRTY,T,78,360
EGILRTY,R,96,439
EGILRTY,L,77,340
EGILRTY,I,81,366
ABGLORU,U,61,232
ABGLORU,R,80,335
ABGLORU,O,69,302
ABGLORU,L,81,309
ABGLORU,G,69,263
ABGLORU,B,74,297
ABGLORU,A,96,385
BGILNOU,O,74,321
BGILNOU,N,77,405
BGILNOU,L,78,335
BGILNOU,I,78,413
BGILNOU,G,72,346
BGILNOU,B,50,228
CDGHILO,O,53,180
EGLMORU,U,55,215
EGLMORU,R,81,339
EGLMORU,O,69,246
EGLMORU,M,58,238
EGLMORU,L,72,247
EGLMORU,G,63,262
EGLMORU,E,92,364
FGILORY,O,59,195
FGILORY,L,53,185
GILORSU,S,52,190
GILORSU,O,50,190
GILORSU,L,57,172
GILORSU,I,54,214
AGLORSY,Y,69,323
AGLORSY,S,65,274
AGLORSY,R,66,284
AGLORSY,O,91,377
AGLORSY,L,100,429
AGLORSY,G,77,338
ADGILOS,S,79,302
ADGILOS,O,90,354
ADGILOS,I,88,342
ADGILOS,G,73,314
ADGILOS,D,67,236
GILOPST,T,62,219
GILOPST,S,67,254
GILOPST,P,55,222
GILOPST,O,89,329
GILOPST,L,79,276
GILOPST,I,70,278
GILNOWY,O,67,305
GILNOWY,N,58,289
GILNOWY,L,64,287
GILNOWY,I,61,317
GILNOWY,G,59,313
AGILNOX,O,91,429
ACGLNOU,O,79,315
ACGLNOU,N,84,366
ACGLNOU,L,89,349
ACGLNOU,G,68,284
ACGLNOU,C,53,242
ACGLNOU,A,94,402
CEGLOSU,U,61,298
CEGLOSU,S,79,376
CEGLOSU,O,74,335
CEGLOSU,L,94,368
CEGLOSU,E,73,322
CEGLOSU,C,52,273
CGLORTU,O,61,198
EGLNSUY,U,52,233
EGLNSUY,S,64,325
EGLNSUY,N,54,285
EGLNSUY,L,70,329
EGLNSUY,E,77,369
EGILNSU,U,85,444
EGLMNSU,U,66,274
EGLMNSU,S,70,319
EGLMNSU,N,52,253
EGLMNSU,L,66,283
EGLMNSU,E,86,384
AEGLMTU,U,80,337
AEGLMTU,T,97,425
AEGLMTU,M,87,379
AEGLMTU,G,82,349
EGILNTU,U,80,368
GLNOSTU,O,62,168
CEGLORY,Y,57,274
CEGLORY,R,79,346
CEGLORY,O,82,353
CEGLORY,L,80,355
CEGLORY,G,60,299
CEGLORY,E,84,373
CEGLORY,C,51,260
CEGILNY,N,53,283
CEGILNY,L,60,299
CEGILNY,I,61,324
CEGILNY,E,55,267
CGILOSY,O,64,277
CGILOSY,L,65,279
AGHINOT,O,87,431
AGHINOT,H,57,265
AGHINOT,G,97,454
GHIMNOS,S,62,286
GHIMNOS,O,66,305
GHIMNOS,N,63,314
GHIMNOS,I,72,362
AGLOPST,T,80,299
AGLOPST,S,95,358
AGLOPST,P,73,290
ABDEGIO,G,51,202
ABDEGIO,E,59,219
ABDEGIO,D,71,272
ABDEGIO,A,62,219
ADEGMNO,G,85,390
DEGLNOS,N,99,477
DEGLNOS,G,72,327
DEGLNOS,D,90,432
AEGHNOT,T,99,423
AEGHNOT,O,71,279
AEGHNOT,H,52,223
AEGHNOT,G,73,290
AEGHNOT,E,95,404
AEGHNOT,A,99,411
ACDGLNO,N,87,395
ACDGLNO,L,83,345
ACDGLNO,G,74,333
ACDGLNO,D,61,258
ACDGLNO,C,52,216
BDEGLOR,R,100,468
BDEGLOR,L,87,361
BDEGLOR,G,63,282
BDEGLOR,D,90,417
BDEGLOR,B,66,284
DEGLNOY,Y,51,239
DEGLNOY,O,94,380
DEGLNOY,N,62,250
DEGLNOY,L,78,328
DEGLNOY,G,66,288
DEGLNOY,E,90,362
DEGLNOY,D,75,306
DEGLNOR,N,85,370
DEGLNOR,L,87,375
DEGLNOR,G,84,383
DEFGILO,O,71,257
DEFGILO,L,93,349
DEFGILO,I,66,269
DEFGILO,G,51,216
DEFGILO,E,86,363
DEFGILO,D,76,315
ADGLMNO,M,83,369
ADGLMNO,L,91,421
ADGLMNO,G,88,418
ADGLMNO,D,77,358
DGLNOWY,O,58,216
ADGILOR,R,91,329
ADGILOR,O,92,355
ADGILOR,I,99,372
ADGILOR,G,91,368
ADGILOR,D,88,333
AGHILOT,T,78,292
AGHILOT,O,74,264
AGHILOT,L,97,379
AGHILOT,I,72,275
AGHILOT,H,52,211
AGHILOT,G,66,256
AGHILOT,A,86,328
EGMOPRS,S,87,433
EGMOPRS,P,81,381
EGMOPRS,M,56,217
CGNORTU,T,55,227
CGNORTU,R,50,212
CGNORTU,O,68,283
ADGLNOW,O,94,401
ADGLNOW,N,78,349
ADGLNOW,L,78,353
ADGLNOW,G,76,343
ADGLNOW,D,60,264
GINORST,T,96,450
GINORST,S,93,481
GINORST,R,97,491
GINORST,G,95,527
AEGHNOR,O,88,374
ADEGORY,Y,57,216
ADEGORY,O,81,332
ADEGORY,G,97,414
BEGORSY,R,74,285
BEGORSY,O,70,264
BEGORSY,E,77,297
EFGHLOS,S,53,213
EFGHLOS,O,56,204
EFGHLOS,L,67,249
EFGHLOS,E,61,229
EGIKLOS,S,58,208
EGIKLOS,L,79,281
EGIKLOS,E,59,231
CEGKNOS,O,63,242
CEGKNOS,N,65,264
CEGKNOS,E,59,250
DEGIMOR,O,83,329
DEGIMOR,M,77,320
DEGIMOR,I,79,345
DEGIMOR,G,68,326
DGIORSU,R,55,216
AGLNORZ,R,52,201
AGLNORZ,O,82,338
AGLNORZ,N,67,272
AGLNORZ,L,58,246
AGLNORZ,G,70,311
AGLNORZ,A,91,346
EGLMORS,S,88,390
EGLMORS,R,92,422
EGLMORS,M,61,251
EGLMORS,L,89,375
EGLMORS,G,59,270
EGLOPRS,G,57,287
AEGMORS,O,96,425
AEGMORS,G,97,489
EGIOPRS,P,97,490
EGIOPRS,O,84,408
EGIOPRS,I,69,318
EGIOPRS,G,52,252
AGHLOSU,U,51,164
AGHLOSU,S,73,256
AGHLOSU,O,59,221
AGHLOSU,L,95,343
AGHLOSU,H,59,213
AGHLOSU,G,55,182
AGHLOSU,A,86,308
EGMORTU,U,65,313
EGMORTU,M,70,314
EGMORTU,G,57,280
DEGNORV,O,90,379
DEGNORV,N,74,337
DEGNORV,G,66,334
DEGNORV,D,80,360
EGNORSV,V,55,319
EGNORSV,S,86,453
EGNORSV,O,83,378
EGNORSV,N,88,439
EGNORSV,G,68,363
ACEGLRS,G,93,454
ACEGLRS,C,96,516
ACEGKLR,L,89,375
ACEGKLR,G,62,268
ACEGKLR,C,71,333
ADGORTY,T,66,245
ADGORTY,R,84,295
ADGORTY,O,80,276
ADGORTY,D,53,172
ADGORTY,A,86,311
ADGLRUY,U,63,222
ADGLRUY,R,64,248
ADGLRUY,L,65,238
ADGLRUY,G,55,204
ADGLRUY,A,91,331
ADEGRTU,U,79,352
AFGIORT,T,85,307
AFGIORT,R,96,366
AFGIORT,O,69,242
AFGIORT,I,65,244
AFGIORT,G,57,202
AFGIORT,A,90,348
ACGIMRT,T,66,302
ACGIMRT,R,89,376
ACGIMRT,M,63,252
ACGIMRT,I,82,350
ACGIMRT,C,51,275
AGMPRSU,U,78,305
AGMPRSU,S,76,308
AGMPRSU,R,84,328
AGMPRSU,P,55,190
AGMPRSU,M,63,253
ADGNRTU,U,68,258
ADGNRTU,T,53,210
ADGNRTU,R,82,311
ADGNRTU,N,72,287
ADGNRTU,G,53,191
ADGNRTU,D,55,204
ADGLNRY,Y,51,238
ADGLNRY,R,58,231
ADGLNRY,N,57,251
ADGLNRY,L,51,234
ADGLNRY,G,55,250
ADGLNRY,D,50,210
ADGNORS,S,55,219
ADGNORS,R,91,376
ADGNORS,O,97,390
ADGNORS,N,97,396
ADGNORS,G,77,337
ADGNORS,D,75,294
ADGNRST,T,51,219
ADGNRST,S,52,224
ADGNRST,R,65,244
ADGNRST,N,64,262
AEGHMPR,P,68,286
AEGHMPR,M,70,299
AEGHMPR,G,63,280
AGILNPR,P,84,420
AEFGIRS,S,92,394
AEFGIRS,I,89,378
AEFGIRS,G,67,314
AEFGIRS,F,56,264
ADGLNRS,N,63,273
ADGLNRS,G,51,224
AFGIRTY,T,55,207
AFGIRTY,R,71,278
AFGIRTY,I,56,211
AFGIRTY,A,77,282
AGIRTUY,R,73,274
AGIRTUY,A,73,252
ADEGIRV,V,73,371
AEGLRVY,Y,68,312
AEGLRVY,V,62,307
AEGLRVY,G,93,459
ABEGORV,O,57,251
ABEGORV,G,76,362
ABEGORV,B,71,315
ABEGORV,A,96,414
ADEGRVY,G,70,329
ADEGRVY,D,87,376
AGIRSTV,T,73,349
AGIRSTV,S,71,328
AGIRSTV,R,81,368
AGIRSTV,I,84,371
AGIRSTV,A,96,411
AGIRTVY,R,56,213
AGIRTVY,A,60,215
ABCGKRY,A,68,254
ABDEGRY,Y,67,293
ABDEGRY,G,92,450
AEGHNRY,R,93,404
AEGHNRY,N,75,372
AEGHNRY,G,75,350
AEGHNRY,E,90,397
AGHIRSY,S,64,258
AGHIRSY,R,52,209
AGHIRSY,I,58,222
AGHIRSY,A,77,279
AEGLRTY,Y,90,422
DEGILRY,R,98,450
DEGILRY,L,88,403
DEGILRY,I,90,421
DEGILRY,G,69,345
DEGILRY,D,94,433
BEGLNRT,T,62,298
BEGLNRT,R,58,291
BEGLNRT,N,53,238
BEGLNRT,E,97,427
EFGLNRY,E,61,246
DEGHNOR,R,91,424
DEGHNOR,O,94,391
DEGHNOR,N,64,290
DEGHNOR,G,63,293
DEGHNOR,D,81,361
EGHINRS,G,99,571
ACEGNPR,P,94,410
ACEGNPR,G,82,413
ACEGNPR,C,77,403
EGKNPRS,E,77,319
EGILNRV,V,82,461
EGILNRV,L,93,492
AEGNRWY,N,90,423
AEGNRWY,G,78,370
DEGNORW,W,55,288
DEGNORW,R,99,479
DEGNORW,N,81,375
DEGNORW,G,68,340
DEGNORW,D,98,463
BEGLNOR,R,88,390
BEGLNOR,N,81,328
BEGLNOR,L,78,306
BEGLNOR,G,65,299
BEGLNOR,B,75,291
AEGHMRS,H,73,297
AEGHMRS,G,67,309
EGHIRSY,S,54,220
EGHIRSY,R,57,234
EGHIRSY,E,64,253
ACEGIMR,I,96,442
ACEGIMR,G,79,385
ACEGIMR,C,79,407
EGIMNRS,M,78,439
GILMRST,I,53,148
CGIKORT,O,52,165
DEGILRZ,R,73,358
DEGILRZ,L,63,291
DEGILRZ,I,79,362
DEGILRZ,G,61,316
DEGILRZ,E,92,435
DEGILRZ,D,70,323
EGLMORW,R,66,282
EGLMORW,O,77,295
EGLMORW,L,57,224
EGLMORW,E,75,305
AGMNORS,S,84,385
AGMNORS,G,79,397
GIOPRSU,S,54,231
GIOPRSU,R,56,250
DEGNORU,U,82,460
DEGNORU,G,94,504
DGINORU,R,66,326
DGINORU,O,73,343
DGINORU,N,86,457
DGINORU,I,82,455
DGINORU,G,76,411
DGINORU,D,64,307
DGNORTU,R,54,216
DGNORTU,O,65,249
DGNORSU,O,53,196
DEGOPRU,U,50,216
DEGOPRU,P,50,186
DEGOPRU,O,79,320
DEGOPRU,G,55,264
DEGOPRU,D,71,288
EGIOPRU,R,78,329
EGIOPRU,P,52,209
EGIOPRU,E,65,275
GINOPRU,R,62,329
GINOPRU,P,58,309
GINOPRU,O,68,346
GINOPRU,N,85,462
GINOPRU,I,77,450
GINOPRU,G,71,398
GILNORW,O,82,381
GILNORW,N,76,407
GILNORW,L,61,287
GILNORW,I,83,445
GILNORW,G,82,454
EGILNRU,U,75,365
EGILNRU,L,99,467
EGMORSU,U,79,377
EGMORSU,S,95,424
EGMORSU,O,82,360
EGMORSU,M,73,331
EGMORSU,G,60,304
EFGNRSU,U,70,323
EFGNRSU,S,77,356
EFGNRSU,R,79,390
EFGNRSU,N,54,270
EFGNRSU,G,52,255
EFGNRSU,E,94,453
ADEGIRU,U,59,245
ADEGIRU,I,80,358
BEGLMRU,U,88,396
BEGLMRU,R,78,382
BEGLMRU,L,80,346
BEGLMRU,E,100,479
BEGLMRU,B,64,313
EGLNRTU,U,93,408
EGLNRTU,T,94,447
EGLNRTU,R,88,443
EGLNRTU,N,83,396
EGLNRTU,L,73,308
EGLNRTU,G,69,317
ACGHORU,R,52,203
ACGHORU,A,51,187
ADGJLRU,U,55,185
ADGJLRU,A,65,216
ACDGLNU,U,58,216
ACDGLNU,N,60,262
ACDGLNU,L,64,240
ACDGLNU,A,88,346
AGILRTU,U,61,234
AGILRTU,T,66,253
AGILRTU,R,95,383
AGILRTU,L,89,330
AGILRTU,I,91,352
AGILRTU,G,69,236
